name	type	group	opc_item	writes	reads	description
T7LatchCalOpenTime9	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript9	T7CalScript9,T7CalValueBar,T7OpenButton9_OnClick,T7OpenScript9	Время хода задвижки от закрытого состояния к открытому
T7LatchClose1	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI12		T7CalScript1,T7CloseScript1,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose10	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI30		T7CalScript10,T7CloseScript10,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose2	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI14		T7CalScript2,T7CloseScript2,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose3	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI16		T7CalScript3,T7CloseScript3,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose4	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI18		T7CalScript4,T7CloseScript4,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose5	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI20		T7CalScript5,T7CloseScript5,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose6	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI22		T7CalScript6,T7CloseScript6,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose7	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI24		T7CalScript7,T7CloseScript7,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose8	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI26		T7CalScript8,T7CloseScript8,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchClose9	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI28		T7CalScript9,T7CloseScript9,T7LatchMnemo	Входое реле концевика закрытого состояния задвижки
T7LatchOpen1	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI11		T7CalScript1,T7LatchMnemo,T7OpenScript1	Входое реле концевика открытого состояния задвижки
T7LatchOpen10	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI29		T7CalScript10,T7LatchMnemo,T7OpenScript10	Входое реле концевика открытого состояния задвижки
T7LatchOpen2	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI13		T7CalScript2,T7LatchMnemo,T7OpenScript2	Входое реле концевика открытого состояния задвижки
T7LatchOpen3	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI15		T7CalScript3,T7LatchMnemo,T7OpenScript3	Входое реле концевика открытого состояния задвижки
T7LatchOpen4	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI17		T7CalScript4,T7LatchMnemo,T7OpenScript4	Входое реле концевика открытого состояния задвижки
T7LatchOpen5	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI19		T7CalScript5,T7LatchMnemo,T7OpenScript5	Входое реле концевика открытого состояния задвижки
T7LatchOpen6	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI21		T7CalScript6,T7LatchMnemo,T7OpenScript6	Входое реле концевика открытого состояния задвижки
T7LatchOpen7	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI23		T7CalScript7,T7LatchMnemo,T7OpenScript7	Входое реле концевика открытого состояния задвижки
T7LatchOpen8	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI25		T7CalScript8,T7LatchMnemo,T7OpenScript8	Входое реле концевика открытого состояния задвижки
T7LatchOpen9	Boolean	СилКорпус / Входные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DI27		T7CalScript9,T7LatchMnemo,T7OpenScript9	Входое реле концевика открытого состояния задвижки
T7LatchRunClose	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DO16	T7BlockOffButton_OnClick,T7CalScript1,T7CalScript10,T7CalScript2,T7CalScript3,T7CalScript4,T7CalScript5,T7CalScript6,T7CalScript7,T7CalScript8,T7CalScript9,T7CloseScript1,T7CloseScript10,T7CloseScript2,T7CloseScript3,T7CloseScript4,T7CloseScript5,T7CloseScript6,T7CloseScript7,T7CloseScript8,T7CloseScript9	T7CalScript1,T7CalScript10,T7CalScript2,T7CalScript3,T7CalScript4,T7CalScript5,T7CalScript6,T7CalScript7,T7CalScript8,T7CalScript9,T7LightControl	Выходное реле для закрытия выбранной заслонки
T7LatchRunOpen	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 7	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7DO15	T7BlockOffButton_OnClick,T7CalScript1,T7CalScript10,T7CalScript2,T7CalScript3,T7CalScript4,T7CalScript5,T7CalScript6,T7CalScript7,T7CalScript8,T7CalScript9,T7OpenScript1,T7OpenScript10,T7OpenScript2,T7OpenScript3,T7OpenScript4,T7OpenScript5,T7OpenScript6,T7OpenScript7,T7OpenScript8,T7OpenScript9	T7CalScript1,T7CalScript10,T7CalScript2,T7CalScript3,T7CalScript4,T7CalScript5,T7CalScript6,T7CalScript7,T7CalScript8,T7CalScript9,T7LightControl	Выходное реле для открытия выбранной заслонки
